Protocol,Packet Length,Source MAC,Destination MAC,Source IP,Destination IP,Ethernet Type,Device Category
TCP,74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,10.0.5.220,10.0.5.86,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,593,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,869,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,281,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,10.0.5.220,10.0.5.86,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,44.209.20.155,0x0800,Smart Home
TLS,591,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,591,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
DNS,95,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,10.0.5.1,0x0800,Smart Home
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
DNS,143,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,10.0.5.1,10.0.5.220,0x0800,Computer
TLS,97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
DNS,76,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,10.0.5.1,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
DNS,95,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,10.0.5.1,0x0800,Smart Home
DNS,76,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,10.0.5.1,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
DNS,143,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,10.0.5.1,10.0.5.220,0x0800,Computer
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
DNS,204,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,10.0.5.1,10.0.5.220,0x0800,Computer
DNS,204,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,10.0.5.1,10.0.5.220,0x0800,Computer
TCP,54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,593,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,1311,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,593,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,1311,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,1311,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TLS,816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,1514,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,1454,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TLS,589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,591,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,237,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,1032,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TLS,237,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,332,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,303,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,753,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,100,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,390,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,1049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,1454,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,78,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TLS,1468,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TLS,596,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,612,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,600,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,275,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TLS,481,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,260,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TLS,1117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TLS,100,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
TCP,1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TLS,117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
TLS,589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TLS,302,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,3.93.209.69,10.0.5.220,0x0800,Computer
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TLS,599,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TLS,302,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.72.179.74,10.0.5.220,0x0800,Computer
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
TCP,74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,10.0.5.220,10.0.5.86,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.72.179.74,0x0800,Smart Home
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,3.93.209.69,0x0800,Smart Home
TCP,100,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,18.211.43.252,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,18.211.43.252,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
TPLINK-SMARTHOME,189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
_WS.MALFORMED,46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,10.0.5.220,224.0.0.251,0x0800,Smart Home
DATA,543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,10.0.5.220,255.255.255.255,0x0800,Smart Home
ARP,42,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,Unknown,Unknown,0x0806,Smart Home
ARP,42,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,Unknown,Unknown,0x0806,Computer
ARP,42,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,Unknown,Unknown,0x0806,Smart Home
ARP,42,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,Unknown,Unknown,0x0806,Smart Home
